Twitter ID;User Name;Sex;SID 1;SID 2;SID 3;SID 4;SID 5;;;0;1;2;3;4;5;TASK
willigaia13;Willigaia13;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
giupati;Giuseppe Patitucci;U;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
RosaLupo9;Rosa Lupo;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
cfaiello01;filippo aiello;U;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
manuele_rocchi;Manuele Rocchi;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
OlivieriPietro;Pietro Olivieri;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Elisabe65789213;Elisabetta;F;4;4;4;2;4;;;0;0,2;0;0,8;0;0;T2P4
Gaetano_Salvmni;Gaetano Salvemini;M;4;4;4;2;4;;;0;0,2;0;0,8;0;0;T2P4
fina_roberto;Roberto;"U
";4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
"FerlugaGiulia
";Giulia Ferluga;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
FrancoColetta6;Franco Coletta;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
SimoneSalerno90;Simone Salerno;"M
";4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
RaduSidona;Sidona Radu;U;4;4;4;1;4;;;0,2;0;0;0,8;0;0;T2P4
Giada93085560;Giada Trudu;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
francescogamb;Francesco Gambarini;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AlessandroBul13;Alessandro Bullegas;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
PaoloCo39712193;Paolo Compagnino;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
Gabriel13334885;Gabriele;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
vivenav;Vittorio Veccia;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AntonioCiravolo;Antonio Ciravolo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
RuggieroSar;Ruggiero Sarcina;M;4;4;4;2;4;;;0;0,2;0;0,8;0;0;T2P4
MARCOCANZONERI1;MARCO CANZONERI;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
Cristin42779232;Cristina;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
MariLop18398551;Mari Lopez;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
MassimoCelenta2;Massimo Celentano;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
Pietro51531550;Pietro;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
mimmoGiglio961;Domenico Giglio;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
Claudio01780895;Claudio Mancini;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
malpfr;malpeli francesco;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Carla05735372;Carla;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
srnapoli;Sergio Russolillo;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
MatteoAlbanese6;Matteo Albanese;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
PVandenbrouk;Paolo Vandenbrouk;M;4;4;4;1;4;;;0,2;0;0;0,8;0;0;T2P4
SguardoSevero;Severo Sguardo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
CodarinLuciano;Luciano Codarin;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
cupantxxx;Antonio Cupido;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
CorsiniVittore;Vittore Corsini;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
Ana16124672;Ana;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
FedericaTorre4;Federica Torre;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Raffasolaries;Raffaele Sollecito;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
EurekaBest;salvatore guercio;U;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
IvanGalbier;Ivan Galbier;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
Orlando71Salvo;Salvo;U;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
SchiliroAndrea;Andrea Schiliro;M;4;4;4;2;4;;;0;0,2;0;0,8;0;0;T2P4
Nicola11309167;Nicola;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
CecchiRiccardo;Riccardo Cecchi;M;4;4;4;3;4;;;0;0;0,2;0,8;0;0;T2P4
MariannaTravas2;Marianna Travascio;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
CamaIsabella;Isabella Cama;F;4;4;4;1;4;;;0,2;0;0;0,8;0;0;T2P4
Antonio02686939;Antonio Clemente;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
Alex91539059;Alex;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
MPeporini;michele peporini;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
SabryT7;Sabrina Tori;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
PatitucciSandra;Sandra Patitucci;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AndreaGiampaol3;Andrea Giampaoli;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
SebastianoMome1;Sebastiano Momesso;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
diego161100;Diego Ottaviani;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
VSenofano;Vincenzo Senofano;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
giup99;Giuseppe Marongiu;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
SonaPaola;Paola Sona;F;4;4;4;0;4;(Forza Nuova);;0;0;0;0,8;0;0,2;T2P4
MariaSapio1;Maria Sapio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
CCostamante;carlo costamante;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
IvanoMercanzin;ivano_mercanzin;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
toghino_2000;leandro sacchetti;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
maurizio_pirone;Maurizio Pirone;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
mimmomazza;Mimmo Mazza;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Fabio12212;Fabio122;M;4;4;4;1;4;;;0,2;0;0;0,8;0;0;T2P4
Francesco201262;Francesco Marani;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
annick81903366;annick;F;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
nannarellim;nannarelli monica;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
CorsatoFlavio;flavio corsato;M;4;4;4;1;4;;;0,2;0;0;0,8;0;0;T2P4
caputo_chloe;Chloe Caputo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 Marco6U;Single;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
OmbraDuca;NULL;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
SupposteRette;Fedele alla Linea;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
sofiacozzolino2;sofia;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Carmelo_1970;Carmelo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Valnao;Valter;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
susy43279731;susy;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
robygarfa;Roberto Garofalo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
trincia74;Antonio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
donatellarunner/likes;Donatella;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
FrancoFabbri10;Franco Fabbri;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
d41a1f82f0714c8;Andrea Locate;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ZeroZanna;Snooper;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
odlakap;donquixo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
FrancescPapaleo;Francesco Saverio Papaleo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
VeruscaBacco;Veryb;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
isadoralarosa;Isadora;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
LamonyFi;Monica_ castellani;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
45acpjoe;Joe;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MarcoFrattarell;Marco Frattarelli ;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
LuciaDeVivo2;Lucia De Vivo;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Chiara15435666;chiara Cecere;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
marcellinosar;Marcello ;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GiulianoBielli;Giuliano B.;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
giorgioguidi2;giorgio guidi;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
RimmelD2019;Rimmel;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
patpenning;Marco Mendozzi;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MPenikas;NULL;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
JonnySicilia;Peppe;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 MariaAversano1;Mary;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
menelaolemanine;OrsettoBarzotto;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 Gio2020Gio;Giovanna;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 donatellaR2;Donatella Veg Rossotto;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MraCnz;MARIO CANZONIERE;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 Alessiom8;Alessiom.;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ELBandito72;Daniele Casini;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GABRIEL11116502;GABRIELLA i mie AMORI;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
francesco050607;fra;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 Gianni61;Gianni;M;4;4;4;0;4;;;0;0;0;0,8;0;0,2;T2P4
marcomoltomale;Marco;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Ciccero67;FA6NO7;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Marghe_rita63;Rita.;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 SPQR76070136;MAXIMUM;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
margare49097694;margareta;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 Crisssstina444;CRISTINA;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Paolo__Ferrara;Paolo Ferrara;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
skyqueen1991;Skyqueen1991;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Surfiniae;Sivvy;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Pueblo13883248;Pueblo;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
tancrediagosti1;TANCREDI AGOSTINI;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
tomaurora1;CRAVERO TOMASO;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
mimmixeddu;giuseppe;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
NandoGrimaldi;Ferdinando Grimaldi;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MAXMASTERS17;MAX MASTERS;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
vita_lombardo;Vita Lombardo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
sistemato5;gennaro viglione;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Renemargot1;ReneMargot;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
arghail2;arghail;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Carlott5S;Carlotta;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
citrocarla;Carla62;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GaleonisV;Francesco Conigliaro;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
caridadisabel;Wedding Painter Italy;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Salvato68987805;salvatore Scagligine;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Andreafivestars;Andrea;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
EnzoPaso;Enzo;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
mimmocasu;mimmo;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
laura_maffi;Laura Maffi;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
utini19;Ventesimo Secolo;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 fvmaurizio28057;MAURIZIO VALSECCHI;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Apollo_MX5;NULL;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
peppesignore;NULL;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
fabiotitty;Fabio;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
_JackBristow;Jack Bristow;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
BlackMa26865702;BlackMagic;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 Dony1183551967;Dony11;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 margare49097694;margareta;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
pablo_meloni;Pablo Meloni;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Vocecontrocorr1;Vocecontrocorrente;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
SalsaConAndrea;Salsa Con Andrea;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
__Innominato_;NoName;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
peppeveneziano2;peppeveneziano;M;1;1;1;1;1;;;1;0;0;0;0;0;T2P4
Mary26126503;Mary;F;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
ale5stelle1;ale5stelle;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
thelondonboys47;Federica;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
DottorUno;DottorZeroUno;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
mikesanantonio1;mikesanantonio;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Luca35347043;JOKER;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
AgostinoMarott1;Agostino Marottoli;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
gae_imperatore;Gaetano Imperatore;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
triktra;lino fusco;U;1;1;1;1;1;;;1;0;0;0;0;0;T2P4
SordoniStefania;stefania sordoni;F;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
AndreaXGarofalo;Andrea Garofalo;M;1;1;1;1;1;;;1;0;0;0;0;0;T2P4
GiorgioRomito83;Il Dindiot;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
SunMassimo;Massimo Sun;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
fabrizi84;Fabrizio;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
MaestroKento;Maestro Kento;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Lapo62;Lapo6;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
Mary43298048;Mary;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MayaVivirito291;cettina vivirito;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
simonarossetti1;simona rossetti;F;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
LinaGiustina;Giustina Lina Leonardi;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
frances58737816;francescoL;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
yesmolen;yesmolen;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
marlisa28080620;marlisa;F;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
geesukh56;sssethi;U;0;0;0;0;0;Cannot Classify;;0;0;0;0;0;1;T2P4
LucianoAcrilato;Luciano Acrilato;U;1;1;1;1;1;;;1;0;0;0;0;0;T2P4
giustinaleonar1;giustina leonardi;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MennonnaToTon;antonio mennonna;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Angelit92832011;Angelito;M;4;0;4;4;4;;;0;0;0;0,8;0;0,2;T2P4
EmiliaBasile12;Emilia Basile;F;4;4;4;4;4;protected;;0;0;0;1;0;0;T2P4
ClaudioBozza;Claudio Bozza;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MarioJosedeAra2;Mario Jose de Araujo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
enniogiannascol;ennio1963;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
DanielaPellizza;Daniela Pellizzaro;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GualcoGabriella;Gabriella Gualco;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 NicolaRusso81;Niko Russo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ManlioDS;Manlio Di Stefano;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 Stefano173456;Stephen;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
esisley;Elisabetta Prighel;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
lvoir;Liviana;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
cadoniantonella;Antonella;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
tranellio;Ben Tranellio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
andrea_gazza;Andrea Gazza;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
mariaederaM5S;Maria Edera Spadoni;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 LaCastelliM5s;Laura Castelli;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
cla_cominardi;CLAUDIO COMINARDI;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
TiziCip;Tiziana Ciprini;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
PatriziaTerzoni;Patrizia Terzoni;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
CatalfoNunzia;Nunzia Catalfo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 micillom5s;Salvatore Micillo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 M5S_Baroni;Massimo Baroni;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
vilmamoronese;Vilma Moronese;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MFantinati;Mattia Fantinati;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
DadoneFabiana;Fabiana Dadone;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AndCol81;Andrea Colletti;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
g_brescia;Giuseppe Brescia;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
baffone5stelle;Giuseppe L'Abbate;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
lucafrusone;Luca Frusone;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GiuliaSarti86;Giulia Sarti;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ElioLannutti;Elio Lannutti;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
sergiopuglia;Sergio Puglia;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ZolezziAlberto;Alberto Zolezzi;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
FedericaDaga;FedericaDaga;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Gallinella_F;Filippo Gallinella;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 LuigiGallo15;Luigi Gallo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 chiara_201181;Chiara Gagnarli;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
F_DUva;Francesco D'Uva;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
silviachimienti;Silvia Chimienti;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Maxdero;Massimo De Rosa;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
SVignaroli;stefano vignaroli;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
BarillariM5S;Davide Barillari;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 PaolaTavernaM5S;Paola Taverna;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
robertalombardi;Roberta Lombardi;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
vitocrimi;Vito Crimi;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ale_villarosa;Alessio Villarosa;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 berenice0104;Paola Carinelli;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Enzokas;Vincenzo Caso;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
FrancBusinarolo;Francesca Businarolo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
 crippa5stelle;Davide Crippa;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Maria_Pallini;Maria Pallini;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
OharaPina;Pina Russo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ale_dibattista;AlessandroDiBattista;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
CeledarrandoM5S;Celeste D'Arrando;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AnnaMacina73;Anna Macina;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GiuliaLupo2;Giulia Lupo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
fraccomoda;Francesca Anna Ruggiero;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
gmdellolio;Gianmauro Dell'Olio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AgnesGallicchio;Agnese Gallicchio;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AErmellino;Alessandra Ermellino;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
skiro49;Antonio Schirò;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Antonio39148566;Antonioebasta;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ElidaCrosara;Elida Crosara;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
RTestamento;Rosalba Testamento;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Antondinap1976;Antonio Dinapoli;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
fernand62311569;Fernando;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MaloonMollands;Patrizia Petrullo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
cobica13953;Sofia Maria;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
FaustoBianchini;Fausto Bianchini;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MassimilianoN;MassimilianoN;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AlanPoll;Alex;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ufogufo;giuseppe bosco;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
vasco97273;Vincenzo Ascolese;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
nicodarcangelo;Nicolas d'Arcangelo;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
frances30424734;francesco;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
claudiointer4;claudio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
stellassa1;MariStella;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
BLGranatoM5S;Bianca Laura Granato;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
BriamoGiangi;Giangi Briamo;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
dbddany;daniela 57;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
minagelso;gelsomina scebi;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
vittoriorusso;vittorio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
luiginotedesco;luigino tedesco;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
AnnaFloripalma;Anna Palma;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
cdpropris;carlodepropris;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
giuno73;giuno albardi;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
RobertoZetti;Roberto Zetti;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
isadoralarosa;isadora;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GiovanniBelmo11;Giovanni Belmonte;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MirkoRefatti;MircoRefatti;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
ninnitarantino;Paola Tarantino;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MattiaMasciant1;Mattia Masciantonio;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
davide79d;Davide;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GiancarloCitrea;Giancarlo Citrea;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
PaolaTacconi;paola tacconi;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Appocapo1;Appocapo;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
stax7580;Stefano Bucci;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
FabrizioRira;Maria Rita;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
MariaAn75820633;Maria Angela;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Frank_new67;Francesco;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
GiangioTheGlide;Giangio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
mirketto2704;Mirco;U;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
CheckSystem;Mauro Alessandrini;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
scalenio10;lenio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Snoopy16466;Federico Dammacco;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
Duke91510083;Raffaele;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
luisaloffredo28;Luisa Loffredo;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
LobbaLuisa;Lobba Maria Luisa;F;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
claudiobonura;Claudio;M;4;4;4;4;4;;;0;0;0;1;0;0;T2P4
